d,sales,day,date,weekday,wday,month,year,event_label,event_type_1,snap_total,roll_7,roll_28
d_1160,33699,1160,2014-04-02,Wednesday,5,4,2014,,,2,35079.42857142857,35724.82142857143
d_1161,36604,1161,2014-04-03,Thursday,6,4,2014,,,3,35992.857142857145,35865.607142857145
d_1162,35685,1162,2014-04-04,Friday,7,4,2014,,,1,36388.142857142855,35894.92857142857
d_1163,46776,1163,2014-04-05,Saturday,1,4,2014,,,3,37185.71428571428,36012.46428571428
d_1164,48790,1164,2014-04-06,Sunday,2,4,2014,,,3,37990.57142857143,35966.03571428572
d_1165,36594,1165,2014-04-07,Monday,3,4,2014,,,2,38836.57142857143,35933.46428571428
d_1166,35248,1166,2014-04-08,Tuesday,4,4,2014,,,2,39056.57142857143,35957.78571428572
d_1167,35209,1167,2014-04-09,Wednesday,5,4,2014,,,3,39272.28571428572,35967.32142857143
d_1168,33038,1168,2014-04-10,Thursday,6,4,2014,,,1,38762.857142857145,35965.67857142857
d_1169,38439,1169,2014-04-11,Friday,7,4,2014,,,2,39156.28571428572,36019.0
d_1170,46155,1170,2014-04-12,Saturday,1,4,2014,,,2,39067.57142857143,36070.67857142857
d_1171,46083,1171,2014-04-13,Sunday,2,4,2014,,,1,38680.857142857145,36095.92857142857
d_1172,35751,1172,2014-04-14,Monday,3,4,2014,,,1,38560.42857142857,36226.892857142855
d_1173,36396,1173,2014-04-15,Tuesday,4,4,2014,,,2,38724.42857142857,36451.92857142857
d_1174,34228,1174,2014-04-16,Wednesday,5,4,2014,,,0,38584.28571428572,36624.92857142857
d_1175,33193,1175,2014-04-17,Thursday,6,4,2014,,,0,38606.42857142857,36781.5
d_1176,38905,1176,2014-04-18,Friday,7,4,2014,,,0,38673.0,36985.17857142857
d_1177,47819,1177,2014-04-19,Saturday,1,4,2014,,,0,38910.71428571428,37212.96428571428
d_1178,38934,1178,2014-04-20,Sunday,2,4,2014,Easter / OrthodoxEaster,Cultural,0,37889.42857142857,37025.92857142857
d_1179,31626,1179,2014-04-21,Monday,3,4,2014,,,0,37300.142857142855,37018.17857142857
d_1180,30678,1180,2014-04-22,Tuesday,4,4,2014,Pesach End,Religious,0,36483.28571428572,37097.17857142857
d_1181,30437,1181,2014-04-23,Wednesday,5,4,2014,,,0,35941.71428571428,37219.42857142857
d_1182,30792,1182,2014-04-24,Thursday,6,4,2014,,,0,35598.71428571428,37240.21428571428
d_1183,33427,1183,2014-04-25,Friday,7,4,2014,,,0,34816.142857142855,37258.392857142855
d_1184,42377,1184,2014-04-26,Saturday,1,4,2014,,,0,34038.71428571428,37300.67857142857
d_1185,43440,1185,2014-04-27,Sunday,2,4,2014,,,0,34682.42857142857,37310.82142857143
d_1186,31508,1186,2014-04-28,Monday,3,4,2014,,,0,34665.57142857143,37340.67857142857
d_1187,29865,1187,2014-04-29,Tuesday,4,4,2014,,,0,34549.42857142857,37203.42857142857
d_1188,28883,1188,2014-04-30,Wednesday,5,4,2014,,,0,34327.42857142857,37031.42857142857
d_1189,33859,1189,2014-05-01,Thursday,6,5,2014,,,2,34765.57142857143,36933.392857142855
d_1190,38951,1190,2014-05-02,Friday,7,5,2014,,,2,35554.71428571428,37050.03571428572
d_1191,46542,1191,2014-05-03,Saturday,1,5,2014,,,3,36149.71428571428,37041.67857142857
d_1192,45139,1192,2014-05-04,Sunday,2,5,2014,,,1,36392.42857142857,36911.28571428572
d_1193,35820,1193,2014-05-05,Monday,3,5,2014,Cinco De Mayo,Cultural,3,37008.42857142857,36883.642857142855
d_1194,33611,1194,2014-05-06,Tuesday,4,5,2014,,,3,37543.57142857143,36825.17857142857
d_1195,32146,1195,2014-05-07,Wednesday,5,5,2014,,,2,38009.71428571428,36715.78571428572
d_1196,31819,1196,2014-05-08,Thursday,6,5,2014,,,2,37718.28571428572,36672.25
d_1197,36363,1197,2014-05-09,Friday,7,5,2014,,,3,37348.57142857143,36598.107142857145
d_1198,42843,1198,2014-05-10,Saturday,1,5,2014,,,1,36820.142857142855,36479.82142857143
d_1199,38180,1199,2014-05-11,Sunday,2,5,2014,Mother's day,Cultural,2,35826.0,36197.57142857143
d_1200,37922,1200,2014-05-12,Monday,3,5,2014,,,2,36126.28571428572,36275.107142857145
d_1201,33844,1201,2014-05-13,Tuesday,4,5,2014,,,1,36159.57142857143,36183.96428571428
d_1202,32817,1202,2014-05-14,Wednesday,5,5,2014,,,1,36255.42857142857,36133.57142857143
d_1203,33522,1203,2014-05-15,Thursday,6,5,2014,,,2,36498.71428571428,36145.32142857143
d_1204,34589,1204,2014-05-16,Friday,7,5,2014,,,0,36245.28571428572,35991.17857142857
d_1205,40019,1205,2014-05-17,Saturday,1,5,2014,,,0,35841.857142857145,35712.607142857145
d_1206,43020,1206,2014-05-18,Sunday,2,5,2014,,,0,36533.28571428572,35858.53571428572
d_1207,32314,1207,2014-05-19,Monday,3,5,2014,,,0,35732.142857142855,35883.107142857145
d_1208,29926,1208,2014-05-20,Tuesday,4,5,2014,,,0,35172.42857142857,35856.25
d_1209,29083,1209,2014-05-21,Wednesday,5,5,2014,,,0,34639.0,35807.892857142855
d_1210,30386,1210,2014-05-22,Thursday,6,5,2014,,,0,34191.0,35793.392857142855
d_1211,33425,1211,2014-05-23,Friday,7,5,2014,,,0,34024.71428571428,35793.32142857143
d_1212,38386,1212,2014-05-24,Saturday,1,5,2014,,,0,33791.42857142857,35650.78571428572
d_1213,35965,1213,2014-05-25,Sunday,2,5,2014,,,0,32783.57142857143,35383.82142857143
d_1214,33459,1214,2014-05-26,Monday,3,5,2014,MemorialDay,National,0,32947.142857142855,35453.5
d_1215,28912,1215,2014-05-27,Tuesday,4,5,2014,,,0,32802.28571428572,35419.46428571428
d_1216,28109,1216,2014-05-28,Wednesday,5,5,2014,,,0,32663.14285714286,35391.82142857143
d_1217,27689,1217,2014-05-29,Thursday,6,5,2014,,,0,32277.85714285714,35171.46428571428
d_1218,33740,1218,2014-05-30,Friday,7,5,2014,,,0,32322.85714285714,34985.357142857145
d_1219,40692,1219,2014-05-31,Saturday,1,5,2014,,,0,32652.285714285714,34776.42857142857
d_1220,44602,1220,2014-06-01,Sunday,2,6,2014,,,2,33886.142857142855,34757.25
d_1221,37312,1221,2014-06-02,Monday,3,6,2014,,,2,34436.57142857143,34810.53571428572
d_1222,38357,1222,2014-06-03,Tuesday,4,6,2014,,,3,35785.857142857145,34980.03571428572
d_1223,32899,1223,2014-06-04,Wednesday,5,6,2014,,,1,36470.142857142855,35006.92857142857
d_1224,35655,1224,2014-06-05,Thursday,6,6,2014,NBAFinalsStart,Sporting,3,37608.142857142855,35143.92857142857
d_1225,37457,1225,2014-06-06,Friday,7,6,2014,,,3,38139.142857142855,35183.0
d_1226,44347,1226,2014-06-07,Saturday,1,6,2014,,,2,38661.28571428572,35236.71428571428
d_1227,45279,1227,2014-06-08,Sunday,2,6,2014,,,2,38758.0,35490.25
d_1228,38256,1228,2014-06-09,Monday,3,6,2014,,,3,38892.857142857145,35502.17857142857
d_1229,33658,1229,2014-06-10,Tuesday,4,6,2014,,,1,38221.57142857143,35495.53571428572
d_1230,34644,1230,2014-06-11,Wednesday,5,6,2014,,,2,38470.857142857145,35560.78571428572
d_1231,35077,1231,2014-06-12,Thursday,6,6,2014,,,2,38388.28571428572,35616.32142857143
d_1232,38356,1232,2014-06-13,Friday,7,6,2014,,,1,38516.71428571428,35750.857142857145
d_1233,44984,1233,2014-06-14,Saturday,1,6,2014,,,1,38607.71428571428,35928.17857142857
d_1234,42494,1234,2014-06-15,Sunday,2,6,2014,NBAFinalsEnd / Father's day,Sporting,2,38209.857142857145,35909.392857142855
d_1235,35203,1235,2014-06-16,Monday,3,6,2014,,,0,37773.71428571428,36012.57142857143
d_1236,33542,1236,2014-06-17,Tuesday,4,6,2014,,,0,37757.142857142855,36141.71428571428
d_1237,32269,1237,2014-06-18,Wednesday,5,6,2014,,,0,37417.857142857145,36255.5
d_1238,33120,1238,2014-06-19,Thursday,6,6,2014,,,0,37138.28571428572,36353.142857142855
d_1239,37996,1239,2014-06-20,Friday,7,6,2014,,,0,37086.857142857145,36516.392857142855
d_1240,42420,1240,2014-06-21,Saturday,1,6,2014,,,0,36720.57142857143,36660.46428571428
d_1241,42460,1241,2014-06-22,Sunday,2,6,2014,,,0,36715.71428571428,36892.42857142857
d_1242,33158,1242,2014-06-23,Monday,3,6,2014,,,0,36423.57142857143,36881.67857142857
d_1243,30641,1243,2014-06-24,Tuesday,4,6,2014,,,0,36009.142857142855,36943.42857142857
d_1244,28821,1244,2014-06-25,Wednesday,5,6,2014,,,0,35516.57142857143,36968.857142857145
d_1245,29356,1245,2014-06-26,Thursday,6,6,2014,,,0,34978.857142857145,37028.392857142855
d_1246,34078,1246,2014-06-27,Friday,7,6,2014,,,0,34419.142857142855,37040.46428571428
d_1247,39930,1247,2014-06-28,Saturday,1,6,2014,,,0,34063.42857142857,37013.25
d_1248,40211,1248,2014-06-29,Sunday,2,6,2014,Ramadan starts,Religious,0,33742.142857142855,36856.42857142857
d_1249,33449,1249,2014-06-30,Monday,3,6,2014,,,0,33783.71428571428,36718.46428571428
d_1250,37739,1250,2014-07-01,Tuesday,4,7,2014,,,2,34797.71428571428,36696.392857142855
d_1251,37869,1251,2014-07-02,Wednesday,5,7,2014,,,2,36090.28571428572,36873.892857142855
d_1252,47028,1252,2014-07-03,Thursday,6,7,2014,,,3,38614.857142857145,37280.07142857143
d_1253,38593,1253,2014-07-04,Friday,7,7,2014,IndependenceDay,National,1,39259.857142857145,37320.642857142855
d_1254,40782,1254,2014-07-05,Saturday,1,7,2014,,,3,39381.57142857143,37193.32142857143
d_1255,45490,1255,2014-07-06,Sunday,2,7,2014,,,3,40135.71428571428,37200.857142857145
d_1256,37635,1256,2014-07-07,Monday,3,7,2014,,,2,40733.71428571428,37178.67857142857
d_1257,36448,1257,2014-07-08,Tuesday,4,7,2014,,,2,40549.28571428572,37278.32142857143
d_1258,37214,1258,2014-07-09,Wednesday,5,7,2014,,,3,40455.71428571428,37370.107142857145
d_1259,35179,1259,2014-07-10,Thursday,6,7,2014,,,1,38763.0,37373.75
d_1260,40253,1260,2014-07-11,Friday,7,7,2014,,,2,39000.142857142855,37441.5
d_1261,47696,1261,2014-07-12,Saturday,1,7,2014,,,2,39987.857142857145,37538.357142857145
d_1262,43675,1262,2014-07-13,Sunday,2,7,2014,,,1,39728.57142857143,37580.53571428572
d_1263,36281,1263,2014-07-14,Monday,3,7,2014,,,1,39535.142857142855,37619.03571428572
d_1264,35815,1264,2014-07-15,Tuesday,4,7,2014,,,2,39444.71428571428,37700.21428571428
d_1265,33011,1265,2014-07-16,Wednesday,5,7,2014,,,0,38844.28571428572,37726.71428571428
d_1266,32430,1266,2014-07-17,Thursday,6,7,2014,,,0,38451.57142857143,37702.07142857143
d_1267,36449,1267,2014-07-18,Friday,7,7,2014,,,0,37908.142857142855,37646.82142857143
d_1268,42480,1268,2014-07-19,Saturday,1,7,2014,,,0,37163.0,37648.96428571428
d_1269,42689,1269,2014-07-20,Sunday,2,7,2014,,,0,37022.142857142855,37657.142857142855
d_1270,33451,1270,2014-07-21,Monday,3,7,2014,,,0,36617.857142857145,37667.607142857145
d_1271,31512,1271,2014-07-22,Tuesday,4,7,2014,,,0,36003.142857142855,37698.71428571428
d_1272,30939,1272,2014-07-23,Wednesday,5,7,2014,,,0,35707.142857142855,37774.357142857145
d_1273,30525,1273,2014-07-24,Thursday,6,7,2014,,,0,35435.0,37816.107142857145
d_1274,33848,1274,2014-07-25,Friday,7,7,2014,,,0,35063.42857142857,37807.892857142855
d_1275,39008,1275,2014-07-26,Saturday,1,7,2014,,,0,34567.42857142857,37774.96428571428
d_1276,42214,1276,2014-07-27,Sunday,2,7,2014,,,0,34499.57142857143,37846.5
d_1277,32632,1277,2014-07-28,Monday,3,7,2014,,,0,34382.57142857143,37817.32142857143
d_1278,30705,1278,2014-07-29,Tuesday,4,7,2014,Eid al-Fitr,Religious,0,34267.28571428572,37566.107142857145
d_1279,30334,1279,2014-07-30,Wednesday,5,7,2014,,,0,34180.857142857145,37297.0
d_1280,31840,1280,2014-07-31,Thursday,6,7,2014,,,0,34368.71428571428,36754.57142857143
d_1281,43129,1281,2014-08-01,Friday,7,8,2014,,,2,35694.57142857143,36916.57142857143
d_1282,47011,1282,2014-08-02,Saturday,1,8,2014,,,2,36837.857142857145,37139.03571428572
d_1283,47572,1283,2014-08-03,Sunday,2,8,2014,,,3,37603.28571428572,37213.392857142855
d_1284,35799,1284,2014-08-04,Monday,3,8,2014,,,1,38055.71428571428,37147.82142857143
d_1285,36238,1285,2014-08-05,Tuesday,4,8,2014,,,3,38846.142857142855,37140.32142857143
d_1286,34547,1286,2014-08-06,Wednesday,5,8,2014,,,3,39448.0,37045.07142857143
d_1287,34577,1287,2014-08-07,Thursday,6,8,2014,,,2,39839.0,37023.57142857143
d_1288,38980,1288,2014-08-08,Friday,7,8,2014,,,2,39246.28571428572,36978.107142857145
d_1289,45258,1289,2014-08-09,Saturday,1,8,2014,,,3,38995.857142857145,36891.03571428572
d_1290,43249,1290,2014-08-10,Sunday,2,8,2014,,,1,38378.28571428572,36875.82142857143
d_1291,36122,1291,2014-08-11,Monday,3,8,2014,,,2,38424.42857142857,36870.142857142855
d_1292,36672,1292,2014-08-12,Tuesday,4,8,2014,,,2,38486.42857142857,36900.75
d_1293,34419,1293,2014-08-13,Wednesday,5,8,2014,,,1,38468.142857142855,36951.03571428572
d_1294,34536,1294,2014-08-14,Thursday,6,8,2014,,,1,38462.28571428572,37026.25
d_1295,38258,1295,2014-08-15,Friday,7,8,2014,,,2,38359.142857142855,37090.857142857145
d_1296,44555,1296,2014-08-16,Saturday,1,8,2014,,,0,38258.71428571428,37164.96428571428
d_1297,46673,1297,2014-08-17,Sunday,2,8,2014,,,0,38747.857142857145,37307.25
d_1298,35379,1298,2014-08-18,Monday,3,8,2014,,,0,38641.71428571428,37376.107142857145
d_1299,31959,1299,2014-08-19,Tuesday,4,8,2014,,,0,37968.42857142857,37392.07142857143
d_1300,31847,1300,2014-08-20,Wednesday,5,8,2014,,,0,37601.0,37424.5
d_1301,32399,1301,2014-08-21,Thursday,6,8,2014,,,0,37295.71428571428,37491.42857142857
d_1302,37116,1302,2014-08-22,Friday,7,8,2014,,,0,37132.57142857143,37608.142857142855
d_1303,44673,1303,2014-08-23,Saturday,1,8,2014,,,0,37149.42857142857,37810.46428571428
d_1304,47443,1304,2014-08-24,Sunday,2,8,2014,,,0,37259.42857142857,37997.21428571428
d_1305,34667,1305,2014-08-25,Monday,3,8,2014,,,0,37157.71428571428,38069.892857142855
d_1306,31402,1306,2014-08-26,Tuesday,4,8,2014,,,0,37078.142857142855,38094.78571428572
d_1307,29506,1307,2014-08-27,Wednesday,5,8,2014,,,0,36743.71428571428,38065.21428571428
d_1308,29976,1308,2014-08-28,Thursday,6,8,2014,,,0,36397.57142857143,37998.642857142855
d_1309,37693,1309,2014-08-29,Friday,7,8,2014,,,0,36480.0,37804.5
d_1310,43237,1310,2014-08-30,Saturday,1,8,2014,,,0,36274.857142857145,37669.71428571428
d_1311,39210,1311,2014-08-31,Sunday,2,8,2014,,,0,35098.71428571428,37371.07142857143
d_1312,43256,1312,2014-09-01,Monday,3,9,2014,LaborDay,National,2,36325.71428571428,37637.392857142855
d_1313,34299,1313,2014-09-02,Tuesday,4,9,2014,,,2,36739.57142857143,37568.142857142855
d_1314,37397,1314,2014-09-03,Wednesday,5,9,2014,,,3,37866.857142857145,37669.92857142857
d_1315,31483,1315,2014-09-04,Thursday,6,9,2014,,,1,38082.142857142855,37559.42857142857
d_1316,35966,1316,2014-09-05,Friday,7,9,2014,,,3,37835.42857142857,37451.78571428572
d_1317,46017,1317,2014-09-06,Saturday,1,9,2014,,,3,38232.57142857143,37478.892857142855
d_1318,45953,1318,2014-09-07,Sunday,2,9,2014,,,2,39195.857142857145,37575.46428571428
d_1319,35580,1319,2014-09-08,Monday,3,9,2014,,,2,38099.28571428572,37556.107142857145
d_1320,34167,1320,2014-09-09,Tuesday,4,9,2014,,,3,38080.42857142857,37466.642857142855
d_1321,31792,1321,2014-09-10,Wednesday,5,9,2014,,,1,37279.71428571428,37372.82142857143
d_1322,34480,1322,2014-09-11,Thursday,6,9,2014,,,2,37707.857142857145,37370.82142857143
d_1323,38359,1323,2014-09-12,Friday,7,9,2014,,,2,38049.71428571428,37374.42857142857
d_1324,47579,1324,2014-09-13,Saturday,1,9,2014,,,1,38272.857142857145,37482.42857142857
d_1325,45747,1325,2014-09-14,Sunday,2,9,2014,,,1,38243.42857142857,37449.357142857145
d_1326,36559,1326,2014-09-15,Monday,3,9,2014,,,2,38383.28571428572,37491.5
d_1327,31037,1327,2014-09-16,Tuesday,4,9,2014,,,0,37936.142857142855,37458.57142857143
d_1328,29831,1328,2014-09-17,Wednesday,5,9,2014,,,0,37656.0,37386.57142857143
d_1329,28861,1329,2014-09-18,Thursday,6,9,2014,,,0,36853.28571428572,37260.21428571428
d_1330,34832,1330,2014-09-19,Friday,7,9,2014,,,0,36349.42857142857,37178.642857142855
d_1331,43032,1331,2014-09-20,Saturday,1,9,2014,,,0,35699.857142857145,37120.03571428572
d_1332,44402,1332,2014-09-21,Sunday,2,9,2014,,,0,35507.71428571428,37011.42857142857
d_1333,31510,1333,2014-09-22,Monday,3,9,2014,,,0,34786.42857142857,36898.67857142857
d_1334,29410,1334,2014-09-23,Tuesday,4,9,2014,,,0,34554.0,36827.53571428572
d_1335,29001,1335,2014-09-24,Wednesday,5,9,2014,,,0,34435.42857142857,36809.5
d_1336,29511,1336,2014-09-25,Thursday,6,9,2014,,,0,34528.28571428572,36792.892857142855
d_1337,33127,1337,2014-09-26,Friday,7,9,2014,,,0,34284.71428571428,36629.82142857143
d_1338,40839,1338,2014-09-27,Saturday,1,9,2014,,,0,33971.42857142857,36544.17857142857
d_1339,42924,1339,2014-09-28,Sunday,2,9,2014,,,0,33760.28571428572,36676.82142857143
d_1340,31473,1340,2014-09-29,Monday,3,9,2014,,,0,33755.0,36256.0
d_1341,29990,1341,2014-09-30,Tuesday,4,9,2014,,,0,33837.857142857145,36102.107142857145
d_1342,34602,1342,2014-10-01,Wednesday,5,10,2014,,,2,34638.0,36002.28571428572
d_1343,34249,1343,2014-10-02,Thursday,6,10,2014,,,2,35314.857142857145,36101.07142857143
d_1344,41836,1344,2014-10-03,Friday,7,10,2014,,,3,36559.0,36310.71428571428
d_1345,47199,1345,2014-10-04,Saturday,1,10,2014,EidAlAdha,Religious,1,37467.57142857143,36352.92857142857
d_1346,48361,1346,2014-10-05,Sunday,2,10,2014,,,3,38244.28571428572,36438.92857142857
d_1347,37719,1347,2014-10-06,Monday,3,10,2014,,,3,39136.57142857143,36515.32142857143
d_1348,33151,1348,2014-10-07,Tuesday,4,10,2014,,,2,39588.142857142855,36479.03571428572
d_1349,33185,1349,2014-10-08,Wednesday,5,10,2014,,,2,39385.71428571428,36528.78571428572
d_1350,33738,1350,2014-10-09,Thursday,6,10,2014,,,3,39312.71428571428,36502.28571428572
d_1351,35001,1351,2014-10-10,Friday,7,10,2014,,,1,38336.28571428572,36382.357142857145
d_1352,44561,1352,2014-10-11,Saturday,1,10,2014,,,2,37959.42857142857,36274.57142857143
d_1353,46735,1353,2014-10-12,Sunday,2,10,2014,,,2,37727.142857142855,36309.857142857145
d_1354,33557,1354,2014-10-13,Monday,3,10,2014,ColumbusDay,National,1,37132.57142857143,36202.642857142855
d_1355,32451,1355,2014-10-14,Tuesday,4,10,2014,,,1,37032.57142857143,36253.142857142855
d_1356,34193,1356,2014-10-15,Wednesday,5,10,2014,,,2,37176.57142857143,36408.92857142857
d_1357,29936,1357,2014-10-16,Thursday,6,10,2014,,,0,36633.42857142857,36447.32142857143
d_1358,33430,1358,2014-10-17,Friday,7,10,2014,,,0,36409.0,36397.25
d_1359,43755,1359,2014-10-18,Saturday,1,10,2014,,,0,36293.857142857145,36423.07142857143
d_1360,43456,1360,2014-10-19,Sunday,2,10,2014,,,0,35825.42857142857,36389.28571428572
d_1361,32233,1361,2014-10-20,Monday,3,10,2014,,,0,35636.28571428572,36415.107142857145
d_1362,29367,1362,2014-10-21,Tuesday,4,10,2014,,,0,35195.71428571428,36413.57142857143
d_1363,27926,1363,2014-10-22,Wednesday,5,10,2014,,,0,34300.42857142857,36375.17857142857
d_1364,28506,1364,2014-10-23,Thursday,6,10,2014,,,0,34096.142857142855,36339.28571428572
d_1365,32790,1365,2014-10-24,Friday,7,10,2014,,,0,34004.71428571428,36327.25
d_1366,40753,1366,2014-10-25,Saturday,1,10,2014,,,0,33575.857142857145,36324.17857142857
d_1367,40197,1367,2014-10-26,Sunday,2,10,2014,,,0,33110.28571428572,36226.78571428572
d_1368,31203,1368,2014-10-27,Monday,3,10,2014,,,0,32963.142857142855,36217.142857142855
d_1369,28340,1369,2014-10-28,Tuesday,4,10,2014,,,0,32816.42857142857,36158.21428571428
d_1370,27563,1370,2014-10-29,Wednesday,5,10,2014,,,0,32764.571428571428,35906.82142857143
d_1371,30235,1371,2014-10-30,Thursday,6,10,2014,,,0,33011.57142857143,35763.46428571428
d_1372,32850,1372,2014-10-31,Friday,7,10,2014,Halloween,Cultural,0,33020.142857142855,35442.53571428572
d_1373,44249,1373,2014-11-01,Saturday,1,11,2014,,,2,33519.57142857143,35337.17857142857
d_1374,46072,1374,2014-11-02,Sunday,2,11,2014,,,2,34358.857142857145,35255.42857142857
d_1375,38564,1375,2014-11-03,Monday,3,11,2014,,,3,35410.42857142857,35285.607142857145
d_1376,31952,1376,2014-11-04,Tuesday,4,11,2014,,,1,35926.42857142857,35242.78571428572
d_1377,30832,1377,2014-11-05,Wednesday,5,11,2014,,,3,36393.42857142857,35158.75
d_1378,33223,1378,2014-11-06,Thursday,6,11,2014,,,3,36820.28571428572,35140.357142857145
d_1379,34763,1379,2014-11-07,Friday,7,11,2014,,,2,37093.57142857143,35131.857142857145
d_1380,44270,1380,2014-11-08,Saturday,1,11,2014,,,2,37096.57142857143,35121.46428571428
d_1381,47415,1381,2014-11-09,Sunday,2,11,2014,,,3,37288.42857142857,35145.75
d_1382,34449,1382,2014-11-10,Monday,3,11,2014,,,1,36700.57142857143,35177.607142857145
d_1383,32588,1383,2014-11-11,Tuesday,4,11,2014,VeteransDay,National,2,36791.42857142857,35182.5
d_1384,30490,1384,2014-11-12,Wednesday,5,11,2014,,,2,36742.57142857143,35050.25
d_1385,28711,1385,2014-11-13,Thursday,6,11,2014,,,1,36098.0,35006.5
d_1386,34739,1386,2014-11-14,Friday,7,11,2014,,,1,36094.57142857143,35053.25
d_1387,44383,1387,2014-11-15,Saturday,1,11,2014,,,2,36110.71428571428,35075.67857142857
d_1388,43516,1388,2014-11-16,Sunday,2,11,2014,,,0,35553.71428571428,35077.82142857143
d_1389,31811,1389,2014-11-17,Monday,3,11,2014,,,0,35176.857142857145,35062.75
d_1390,28014,1390,2014-11-18,Tuesday,4,11,2014,,,0,34523.42857142857,35014.42857142857
d_1391,28047,1391,2014-11-19,Wednesday,5,11,2014,,,0,34174.42857142857,35018.75
d_1392,28247,1392,2014-11-20,Thursday,6,11,2014,,,0,34108.142857142855,35009.5
d_1393,32863,1393,2014-11-21,Friday,7,11,2014,,,0,33840.142857142855,35012.107142857145
d_1394,42402,1394,2014-11-22,Saturday,1,11,2014,,,0,33557.142857142855,35071.0
d_1395,40630,1395,2014-11-23,Sunday,2,11,2014,,,0,33144.857142857145,35086.46428571428
d_1396,31598,1396,2014-11-24,Monday,3,11,2014,,,0,33114.42857142857,35100.57142857143
d_1397,31888,1397,2014-11-25,Tuesday,4,11,2014,,,0,33667.857142857145,35227.28571428572
d_1398,36903,1398,2014-11-26,Wednesday,5,11,2014,,,0,34933.0,35560.857142857145
d_1399,21844,1399,2014-11-27,Thursday,6,11,2014,Thanksgiving,National,0,34018.28571428572,35261.17857142857
d_1400,26354,1400,2014-11-28,Friday,7,11,2014,,,0,33088.42857142857,35029.17857142857
d_1401,34456,1401,2014-11-29,Saturday,1,11,2014,,,0,31953.285714285714,34679.42857142857
d_1402,35805,1402,2014-11-30,Sunday,2,11,2014,,,0,31264.0,34312.75
d_1403,34305,1403,2014-12-01,Monday,3,12,2014,,,2,31650.714285714286,34160.642857142855
d_1404,30569,1404,2014-12-02,Tuesday,4,12,2014,,,2,31462.285714285714,34111.25
d_1405,32605,1405,2014-12-03,Wednesday,5,12,2014,,,3,30848.285714285714,34174.57142857143
d_1406,31516,1406,2014-12-04,Thursday,6,12,2014,,,1,32230.0,34113.607142857145
d_1407,36963,1407,2014-12-05,Friday,7,12,2014,,,3,33745.57142857143,34192.17857142857
d_1408,43815,1408,2014-12-06,Saturday,1,12,2014,,,3,35082.57142857143,34175.92857142857
d_1409,42527,1409,2014-12-07,Sunday,2,12,2014,,,2,36042.857142857145,34001.357142857145
d_1410,33114,1410,2014-12-08,Monday,3,12,2014,,,2,35872.71428571428,33953.67857142857
d_1411,32667,1411,2014-12-09,Tuesday,4,12,2014,,,3,36172.42857142857,33956.5
d_1412,31898,1412,2014-12-10,Wednesday,5,12,2014,,,1,36071.42857142857,34006.78571428572
d_1413,26115,1413,2014-12-11,Thursday,6,12,2014,,,2,35299.857142857145,33914.07142857143
d_1414,33502,1414,2014-12-12,Friday,7,12,2014,,,2,34805.42857142857,33869.892857142855
d_1415,40036,1415,2014-12-13,Saturday,1,12,2014,,,1,34265.57142857143,33714.642857142855
d_1416,42006,1416,2014-12-14,Sunday,2,12,2014,,,1,34191.142857142855,33660.71428571428
d_1417,34127,1417,2014-12-15,Monday,3,12,2014,,,2,34335.857142857145,33743.42857142857
d_1418,29936,1418,2014-12-16,Tuesday,4,12,2014,,,0,33945.71428571428,33812.07142857143
d_1419,30152,1419,2014-12-17,Wednesday,5,12,2014,,,0,33696.28571428572,33887.25
d_1420,32367,1420,2014-12-18,Thursday,6,12,2014,,,0,34589.42857142857,34034.392857142855
d_1421,29834,1421,2014-12-19,Friday,7,12,2014,,,0,34065.42857142857,33926.21428571428
d_1422,38421,1422,2014-12-20,Saturday,1,12,2014,,,0,33834.71428571428,33784.03571428572
d_1423,38488,1423,2014-12-21,Sunday,2,12,2014,,,0,33332.142857142855,33707.53571428572
d_1424,33736,1424,2014-12-22,Monday,3,12,2014,,,0,33276.28571428572,33783.892857142855
d_1425,34862,1425,2014-12-23,Tuesday,4,12,2014,,,0,33980.0,33890.107142857145
d_1426,29617,1426,2014-12-24,Wednesday,5,12,2014,Chanukah End,Religious,0,33903.57142857143,33629.892857142855
d_1427,20,1427,2014-12-25,Thursday,6,12,2014,Christmas,National,0,29282.571428571428,32850.46428571428
d_1428,32909,1428,2014-12-26,Friday,7,12,2014,,,0,29721.85714285714,33084.57142857143
d_1429,32594,1429,2014-12-27,Saturday,1,12,2014,,,0,28889.428571428572,33018.07142857143
d_1430,31894,1430,2014-12-28,Sunday,2,12,2014,,,0,27947.428571428572,32878.392857142855
d_1431,29990,1431,2014-12-29,Monday,3,12,2014,,,0,27412.285714285714,32724.285714285714
d_1432,29417,1432,2014-12-30,Tuesday,4,12,2014,,,0,26634.428571428572,32683.14285714286
d_1433,33450,1433,2014-12-31,Wednesday,5,12,2014,,,0,27182.0,32713.321428571428
d_1434,26452,1434,2015-01-01,Thursday,6,1,2015,NewYear,National,2,30958.0,32532.464285714286
d_1435,39633,1435,2015-01-02,Friday,7,1,2015,,,2,31918.571428571428,32627.821428571428
d_1436,41085,1436,2015-01-03,Saturday,1,1,2015,,,3,33131.57142857143,32530.321428571428
d_1437,39647,1437,2015-01-04,Sunday,2,1,2015,,,1,34239.142857142855,32427.464285714286
d_1438,34691,1438,2015-01-05,Monday,3,1,2015,,,3,34910.71428571428,32483.785714285714
